source,target,sentence,document,relationship_type
U.S.,Washington,"Author:Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages:1
Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next  
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in  
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",89.pdf,contextual
Washington,Washington,"Author:Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages:1
Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next  
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in  
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",89.pdf,contextual
Washington,Pierre Vimont,"Author:Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages:1
Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next  
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in  
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",89.pdf,contextual
Pierre Vimont,Sarkozy,"Author:Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages:1
Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next  
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in  
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",89.pdf,contextual
Sarkozy,Jean­David Levitte,"Author:Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages:1
Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next  
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in  
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",89.pdf,contextual
Vimont,Washington,"Vimont conveyed that the 
French President will express his frustration that Washington has 
backed away from its proposed bilateral intelligence cooperation 
agreement and Sarkozy intends to continue to push for closure. ",89.pdf,contextual
Washington,Sarkozy,"Vimont conveyed that the 
French President will express his frustration that Washington has 
backed away from its proposed bilateral intelligence cooperation 
agreement and Sarkozy intends to continue to push for closure. ",89.pdf,contextual
Vimont,Levitte,"As 
Vimont and Levitte understand it, the main sticking point is the U.S.  
desire to continue spying on France. ",89.pdf,contextual
Levitte,U.S.,"As 
Vimont and Levitte understand it, the main sticking point is the U.S.  
desire to continue spying on France. ",89.pdf,contextual
U.S.,France,"As 
Vimont and Levitte understand it, the main sticking point is the U.S.  
desire to continue spying on France. ",89.pdf,contextual
Afghanistan,Levitte,"On the topic of Afghanistan, 
Levitte noted that Sarkozy is ready to authorize more military 
trainers but wants clarification on how many are needed, given the 
conflicting figures from U.S. sources. ",89.pdf,contextual
Levitte,Sarkozy,"On the topic of Afghanistan, 
Levitte noted that Sarkozy is ready to authorize more military 
trainers but wants clarification on how many are needed, given the 
conflicting figures from U.S. sources. ",89.pdf,contextual
Sarkozy,U.S.,"On the topic of Afghanistan, 
Levitte noted that Sarkozy is ready to authorize more military 
trainers but wants clarification on how many are needed, given the 
conflicting figures from U.S. sources. ",89.pdf,contextual
Space Corporation,EADS,"Another proposed topic was 
efforts by the European Aeronautic, Defense, and Space Corporation 
(EADS) to win a tanker aircraft contract with the U.S. military. 
",89.pdf,contextual
EADS,U.S.,"Another proposed topic was 
efforts by the European Aeronautic, Defense, and Space Corporation 
(EADS) to win a tanker aircraft contract with the U.S. military. 
",89.pdf,contextual
Levitte,Pernod,"Levitte had not expected to put the labeling  
dispute with Pernod Ricard (the world's second largest spirits group)  
on the agenda, but Sarkozy had just spoken to the company's chairman 
who had asked the president to intercede on his behalf. ",89.pdf,contextual
Pernod,Sarkozy,"Levitte had not expected to put the labeling  
dispute with Pernod Ricard (the world's second largest spirits group)  
on the agenda, but Sarkozy had just spoken to the company's chairman 
who had asked the president to intercede on his behalf. ",89.pdf,contextual
Patrick Ricard,Pernod,"(COMMENT: 
Patrick Ricard, chairman of the Pernod Ricard board of directors, is 
said to be one of Sarkozy's wealthy backers.) ",89.pdf,contextual
Pernod,Sarkozy,"(COMMENT: 
Patrick Ricard, chairman of the Pernod Ricard board of directors, is 
said to be one of Sarkozy's wealthy backers.) ",89.pdf,contextual
Vimont,U.S.,"Vimont characterized 
the issue as a very political matter in the U.S., and suggested that 
a direct appeal to the White House might be useful. ",89.pdf,contextual
U.S.,House,"Vimont characterized 
the issue as a very political matter in the U.S., and suggested that 
a direct appeal to the White House might be useful. ",89.pdf,contextual
Sarkozy,U.S.,"While Sarkozy 
intends to broach the issue with the U.S. President, Levitte will 
talk to the U.S. President's Economic Adviser and Deputy National 
Security Adviser. ",89.pdf,contextual
U.S.,Levitte,"While Sarkozy 
intends to broach the issue with the U.S. President, Levitte will 
talk to the U.S. President's Economic Adviser and Deputy National 
Security Adviser. ",89.pdf,contextual
Levitte,U.S.,"While Sarkozy 
intends to broach the issue with the U.S. President, Levitte will 
talk to the U.S. President's Economic Adviser and Deputy National 
Security Adviser. ",89.pdf,contextual
Levitte,Iran,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace  
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia,  
China, Turkey, climate change, and the financial situation of several  
European countries; however, he provided no details on those topics.
",89.pdf,contextual
Iran,Afghanistan,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace  
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia,  
China, Turkey, climate change, and the financial situation of several  
European countries; however, he provided no details on those topics.
",89.pdf,contextual
Afghanistan,Pakistan,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace  
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia,  
China, Turkey, climate change, and the financial situation of several  
European countries; however, he provided no details on those topics.
",89.pdf,contextual
Pakistan,Yemen,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace  
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia,  
China, Turkey, climate change, and the financial situation of several  
European countries; however, he provided no details on those topics.
",89.pdf,contextual
Yemen,Somalia,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace  
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia,  
China, Turkey, climate change, and the financial situation of several  
European countries; however, he provided no details on those topics.
",89.pdf,contextual
Somalia,Sahel,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace  
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia,  
China, Turkey, climate change, and the financial situation of several  
European countries; however, he provided no details on those topics.
",89.pdf,contextual
Sahel,Russia,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace  
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia,  
China, Turkey, climate change, and the financial situation of several  
European countries; however, he provided no details on those topics.
",89.pdf,contextual
Russia,China,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace  
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia,  
China, Turkey, climate change, and the financial situation of several  
European countries; however, he provided no details on those topics.
",89.pdf,contextual
China,Turkey,"Finally, Levitte expected the two leaders to 
discuss other pressing subjects including Iran, the Middle East Peace  
Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia,  
China, Turkey, climate change, and the financial situation of several  
European countries; however, he provided no details on those topics.
",89.pdf,contextual
STRICTLY,I. INTRODUCTION,"NO. 0425/04 
 
 
 
 
 
 
 
 
 
 
 
 
07 February 2006  
 
 
 STRICTLY  CONFIDENTIAL  
  1  ALLEGATIONS OF MISMANAGEMENT AND WASTE OF RESOURCES  BY 
THE OFFICER OF THE UNMIL FUEL CELL 
 
 
I. INTRODUCTION 
 
",63.pdf,contextual
the United Nation s Mission,Liberia,"During an assessment mission to the United Nation s Mission in Liberia (UNMIL), 
Investigators of the Investigations Division of the  Office of Internal Oversight Services 
(ID/OIOS) received information that Officer 1, form erly with the UNMIL Fuel Cell, was 
unable to account for US$500,000 in fuel expenses f or the month of February 2004.",63.pdf,contextual
Liberia,the Investigations Division,"During an assessment mission to the United Nation s Mission in Liberia (UNMIL), 
Investigators of the Investigations Division of the  Office of Internal Oversight Services 
(ID/OIOS) received information that Officer 1, form erly with the UNMIL Fuel Cell, was 
unable to account for US$500,000 in fuel expenses f or the month of February 2004.",63.pdf,contextual
the Investigations Division,the  Office of Internal Oversight Services,"During an assessment mission to the United Nation s Mission in Liberia (UNMIL), 
Investigators of the Investigations Division of the  Office of Internal Oversight Services 
(ID/OIOS) received information that Officer 1, form erly with the UNMIL Fuel Cell, was 
unable to account for US$500,000 in fuel expenses f or the month of February 2004.",63.pdf,contextual
Internal Audit Division 1,IAD1/OIOS,"As a result of the investigation by ID/OIOS into  the allegation against Officer 1, it 
was determined that although it was true that an au dit by Internal Audit Division 1 of 
OIOS (IAD1/OIOS) had discovered that, for the perio d",63.pdf,contextual
coul,UNMIL,"coul d not be accounted for by UNMIL, 
there was no evidence suggesting that Officer 1 was  personally responsible for the 
discrepancy. 
 
 
",63.pdf,contextual
UNMIL,Sec,"UNMIL was established on 19 September 2003 by Sec urity Council Resolution 
1509.",63.pdf,contextual
Sec,Council,"UNMIL was established on 19 September 2003 by Sec urity Council Resolution 
1509.",63.pdf,contextual
UNMIL,IAD1/OIO S.,"In January and February 2004 an audit of “Fuel M anagement in UNMIL” 
(Reference AP2004/626/05) was conducted by IAD1/OIO S. 
 
 
III.   ",63.pdf,contextual
Organization,ST,"The concept of 
integrity includes … impartiality, fairness, honest y … in all matters affecting their work 
and status.”  
 
  2  (q): “Staff members shall use the property and assets o f the Organization only for official 
purposes and shall exercise reasonable care when ut ilizing such property and assets” 
 
ST/IC/1996/29  
 
Mismanagement  
 
“(i)",63.pdf,contextual
